NorESM3 name V1.0 table ,NorESM3 name (dependency),NOTES,CMIP6 Compound Name,CMIP7 Compound Name,Branded Variable Name,Link to Ranking,Min Rank in CMIP6 download statistics,Physical Parameter,Units (from Physical Parameter),CF Standard Name (from Physical Parameter),Title,Description,Spatial Shape,Extra dimensions,Coordinates,Type,Modelling Realm - Primary,Modelling Realm - Secondary,Dimensions,CMIP6 Table (legacy),CMIP6 Frequency (legacy),CMIP7 Freq.,Processing Note,Table Section (CMIP6),Positive Direction,Provenance,Temporal Shape,Cell Methods,Cell Measures,ESM-BCV 1.4,CMIP7 Variable Groups,Opportunity (from CMIP7 Variable Groups),Experiment Groups (from Opportunity),List of Experiments,Flag values,Flag meanings,Disambiguation,Temporal Sampling Rate,Horizontal Mesh,Vertical Dimension,Size,Conditional,Region,CF Standard Name (from Coordinates),Priority 3 (CMIP6),Priority 2 (CMIP6),Priority 1 (CMIP6),Variable Status,Physical Parameter Status,Flag - known issue,Branded Variable Name status,Flag - variable change since CMIP6,UID
FATES_GPP_LU,FATES_GPP_LU,,Emon.gppLut,land.gppLut.tavg-u-hxy-multi.mon.glb,gppLut_tavg-u-hxy-multi,Emon.gppLut,593,gppLut,kg m-2 s-1,gross_primary_productivity_of_biomass_expressed_as_carbon,Gross Primary Production on Land-Use Tile as Carbon Mass Flux [kgC m-2 s-1],"The rate of synthesis of biomass from inorganic precursors by autotrophs (""producers"") expressed as the mass of carbon which it contains. For example, photosynthesis in plants or phytoplankton. The producers also respire some of this biomass and the difference is referred to as the net primary production. Reported on land-use tiles.",Global field (single level),landuse,,real,land,,"longitude, latitude, landuse, time",Emon,mon,mon,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude landuse time,",,,LUMIP [Lmon_Lut],time-intv,area: time: mean where sector,area: areacella,,landuse,Land use change,"historical,scenarios,lmip","esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,land-hist",,,,120,68400,1,"32,832",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,d22d8a9e-4a9f-11e6-b84e-ac72891c3257
? maybe can be created,,? maybe can be created,Emon.hflsLut,land.hflsLut.tavg-u-hxy-multi.mon.glb,hflsLut_tavg-u-hxy-multi,Emon.hflsLut,1069,hflsLut,W m-2,surface_upward_latent_heat_flux,Latent Heat Flux on Land-Use Tile,"The surface called ""surface"" means the lower boundary of the atmosphere. ""Upward"" indicates a vector component which is positive when directed upward (negative downward). The surface latent heat flux is the exchange of heat between the surface and the air on account of evaporation (including sublimation). In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.",Global field (single level),landuse,,real,land,,"longitude, latitude, landuse, time",Emon,mon,mon,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude landuse time,",,up,LUMIP [Lmon_Lut],time-intv,area: time: mean where sector,area: areacella,,landuse,Land use change,"historical,scenarios,lmip","esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,land-hist",,,,120,68400,1,"32,832",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,d22dbe2e-4a9f-11e6-b84e-ac72891c3257
? maybe can be created,,? maybe can be created,Emon.hfssLut,land.hfssLut.tavg-u-hxy-multi.mon.glb,hfssLut_tavg-u-hxy-multi,Emon.hfssLut,956,hfssLut,W m-2,surface_upward_sensible_heat_flux,Sensible Heat Flux on Land-Use Tile,"Upward sensible heat flux on land use tiles. The surface sensible heat flux, also called turbulent heat flux, is the exchange of heat between the surface and the air by motion of air.",Global field (single level),landuse,,real,land,,"longitude, latitude, landuse, time",Emon,mon,mon,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude landuse time,",,up,LUMIP [Lmon_Lut],time-intv,area: time: mean where sector,area: areacella,,landuse,Land use change,"historical,scenarios,lmip","esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,land-hist",,,,120,68400,1,"32,832",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,d22dc374-4a9f-11e6-b84e-ac72891c3257
n/a,,,Eyr.cSoilLut,land.cSoilLut.tpt-u-hxy-multi.yr.glb,cSoilLut_tpt-u-hxy-multi,Eyr.cSoilLut,839,cSoilLut,kg m-2,soil_mass_content_of_carbon,Carbon in Soil Pool on Land-Use Tiles,end of year values (not annual mean),Global field (single level),landuse,,real,land,,"longitude, latitude, landuse, time1",Eyr,yrPt,yr,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time1 CMIP7:longitude latitude landuse time1,",,,LUMIP [Lyr_Lut],time-point,area: mean where sector time: point,area: areacella,,landuse,Land use change,"historical,scenarios,lmip","esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,land-hist",,,,10,68400,1,"2,736",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,d22e1ea0-4a9f-11e6-b84e-ac72891c3257
FATES_VEGC_LU,FATES_VEGC_LU,,Eyr.cVegLut,land.cVegLut.tpt-u-hxy-multi.yr.glb,cVegLut_tpt-u-hxy-multi,Eyr.cVegLut,839,cVegLut,kg m-2,vegetation_carbon_content,Carbon in Vegetation on Land-Use Tiles,end of year values (not annual mean),Global field (single level),landuse,,real,land,,"longitude, latitude, landuse, time1",Eyr,yrPt,yr,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time1 CMIP7:longitude latitude landuse time1,",,,LUMIP [Lyr_Lut],time-point,area: mean where sector time: point,area: areacella,,landuse,Land use change,"historical,scenarios,lmip","esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,land-hist",,,,10,68400,1,"2,736",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,d22e2328-4a9f-11e6-b84e-ac72891c3257
DWT_CONV_CFLUX,DWT_CONV_CFLUX,,Emon.fLulccAtmLut,land.fLulccAtmLut.tavg-u-hxy-multi.mon.glb,fLulccAtmLut_tavg-u-hxy-multi,Emon.fLulccAtmLut,839,fLulccAtmLut,kg m-2 s-1,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_anthropogenic_land_use_or_land_cover_change_excluding_forestry_and_agricultural_products,Carbon Transferred Directly to Atmosphere Due to any Land-Use or Land-Cover Change Activities [kgC m-2 s-1],"This annual mean flux refers to the transfer of carbon directly to the atmosphere due to any land-use or land-cover change activities.  Include carbon transferred due to deforestation or agricultural directly into atmosphere, and  emissions form anthropogenic pools into atmosphere",Global field (single level),landuse,,real,land,,"longitude, latitude, landuse, time",Emon,mon,mon,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude landuse time,",,up,LUMIP [Lmon_Lut],time-intv,area: time: mean where sector,area: areacella,,landuse,Land use change,"historical,scenarios,lmip","esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,land-hist",,,,120,68400,1,"32,832",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,3e26c210-b89b-11e6-be04-ac72891c3257
? maybe can be created,,,Emon.laiLut,land.laiLut.tavg-u-hxy-multi.mon.glb,laiLut_tavg-u-hxy-multi,Emon.laiLut,622,laiLut,1,leaf_area_index,Leaf Area Index on Land-Use Tile,A ratio obtained by dividing the total upper leaf surface area of vegetation by the (horizontal) surface area of the land on which it grows.,Global field (single level),landuse,,real,land,,"longitude, latitude, landuse, time",Emon,mon,mon,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude landuse time,",,,LUMIP [Lmon_Lut],time-intv,area: time: mean where sector,area: areacella,,landuse,Land use change,"historical,scenarios,lmip","esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,land-hist",,,,120,68400,1,"32,832",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,d22dd6ac-4a9f-11e6-b84e-ac72891c3257
n/a,,,Emon.mrsosLut,land.mrsolLut.tavg-d10cm-hxy-multi.mon.glb,mrsolLut_tavg-d10cm-hxy-multi,Emon.mrsosLut,855,mrsosLut,kg m-2,mass_content_of_water_in_soil_layer,Moisture in Upper Portion of Soil Column of Land-Use Tile,the mass of water in all phases in a thin surface layer; integrate over uppermost 10cm,Global field (single level),landuse,sdepth10cm,real,land,,"longitude, latitude, landuse, time, sdepth10cm",Emon,mon,mon,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time sdepth1 CMIP7:longitude latitude landuse time sdepth10cm,",,,LUMIP [Lmon_Lut],time-intv,area: time: mean where sector,area: areacella,,landuse,Land use change,"historical,scenarios,lmip","esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,land-hist",,,,120,68400,1,"32,832",,glb,depth,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,d22ddb3e-4a9f-11e6-b84e-ac72891c3257
n/a,,,Emon.nbpLut,land.nbpLut.tavg-u-hxy-multi.mon.glb,nbpLut_tavg-u-hxy-multi,Emon.necbLut,863,nbpLut,kg m-2 s-1,surface_net_downward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_all_land_processes,Net Carbon Mass Flux into Land-Use Tile [kgC m-2 s-1],"Computed as npp minus heterotrophic respiration minus fire minus C leaching minus harvesting/clearing. Positive rate is into the land, negative rate is from the land.  Do not include fluxes from anthropogenic product pools to atmosphere",Global field (single level),landuse,,real,land,,"longitude, latitude, landuse, time",Emon,mon,mon,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude landuse time,
CHANGE SINCE CMIP6: compound name,",,down,LUMIP [Lmon_Lut],time-intv,area: time: mean where sector,area: areacella,,landuse,Land use change,"historical,scenarios,lmip","esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,land-hist",,,,120,68400,1,"32,832",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,d22da542-4a9f-11e6-b84e-ac72891c3257
FATES_NPP_LU,FATES_NPP_LU,,Emon.nppLut,land.nppLut.tavg-u-hxy-multi.mon.glb,nppLut_tavg-u-hxy-multi,Emon.nppLut,593,nppLut,kg m-2 s-1,net_primary_productivity_of_biomass_expressed_as_carbon,Net Primary Production on Land-Use Tile as Carbon Mass Flux [kgC m-2 s-1],"""Production of carbon"" means the production of biomass expressed as the mass of carbon which it contains. Net primary production is the excess of gross primary production (rate of synthesis of biomass from inorganic precursors) by autotrophs (""producers""), for example, photosynthesis in plants or phytoplankton, over the rate at which the autotrophs themselves respire some of this biomass. ""Productivity"" means production per unit area. The phrase ""expressed_as"" is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A. ",Global field (single level),landuse,,real,land,,"longitude, latitude, landuse, time",Emon,mon,mon,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude landuse time,",,,LUMIP [Lmon_Lut],time-intv,area: time: mean where sector,area: areacella,,landuse,Land use change,"historical,scenarios,lmip","esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,land-hist",,,,120,68400,1,"32,832",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,d22d96ba-4a9f-11e6-b84e-ac72891c3257
FATES_GPP_LU-FATES_NPP_LU,FATES_GPP_LU-FATES_NPP_LU,,Emon.raLut,land.raLut.tavg-u-hxy-multi.mon.glb,raLut_tavg-u-hxy-multi,Emon.raLut,622,raLut,kg m-2 s-1,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_plant_respiration,Autotrophic Respiration on Land-Use Tile as Carbon Mass Flux [kgC m-2 s-1],Carbon mass flux per unit area into atmosphere due to autotrophic respiration on land (respiration by producers) [see rh for heterotrophic production]. Calculated on land-use tiles.,Global field (single level),landuse,,real,land,,"longitude, latitude, landuse, time",Emon,mon,mon,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude landuse time,",,,LUMIP [Lmon_Lut],time-intv,area: time: mean where sector,area: areacella,,landuse,Land use change,"historical,scenarios,lmip","esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,land-hist",,,,120,68400,1,"32,832",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,d22d91a6-4a9f-11e6-b84e-ac72891c3257
n/a,,,Emon.rhLut,land.rhLut.tavg-u-hxy-multi.mon.glb,rhLut_tavg-u-hxy-multi,Emon.rhLut,672,rhLut,kg m-2 s-1,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_heterotrophic_respiration,Heterotrophic Respiration on Land-Use Tile as Carbon Mass Flux [kgC m-2 s-1],"Carbon mass flux per unit area into atmosphere due to heterotrophic respiration on land (respiration by consumers), calculated on land-use tiles.",Global field (single level),landuse,,real,land,,"longitude, latitude, landuse, time",Emon,mon,mon,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude landuse time,",,,LUMIP [Lmon_Lut],time-intv,area: time: mean where sector,area: areacella,,landuse,Land use change,"historical,scenarios,lmip","esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,land-hist",,,,120,68400,1,"32,832",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,d22da074-4a9f-11e6-b84e-ac72891c3257
TSA,TSA,,Emon.tasLut,land.tasLut.tavg-h2m-hxy-multi.mon.glb,tasLut_tavg-h2m-hxy-multi,Emon.tasLut,1069,tasLut,K,air_temperature,Near-Surface Air Temperature on Land Use Tile,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",Global field (single level),landuse,height2m,real,land,,"longitude, latitude, landuse, time, height2m",Emon,mon,mon,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time height2m CMIP7:longitude latitude landuse time height2m,",,,LUMIP [Lmon_Lut],time-intv,area: time: mean where sector,area: areacella,,landuse,Land use change,"historical,scenarios,lmip","esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,land-hist",,,,120,68400,1,"32,832",,glb,height,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,d22dae98-4a9f-11e6-b84e-ac72891c3257
TSKIN,TSKIN,,Emon.tslsiLut,land.tsLut.tavg-u-hxy-multi.mon.glb,tsLut_tavg-u-hxy-multi,Emon.tslsiLut,1069,tslsiLut,K,surface_temperature,Surface Temperature on Landuse Tile,Surface temperature (i.e. temperature at which long-wave radiation emitted),Global field (single level),landuse,,real,land,,"longitude, latitude, landuse, time",Emon,mon,mon,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude landUse time CMIP7:longitude latitude landuse time,",,,LUMIP [Lmon_Lut],time-intv,area: time: mean where sector,area: areacella,,landuse,Land use change,"historical,scenarios,lmip","esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,land-hist",,,,120,68400,1,"32,832",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,d22db4d8-4a9f-11e6-b84e-ac72891c3257
missing,,,Omon.dmsos,ocnBgchem.dmso.tavg-ols-hxy-sea.mon.glb,dmso_tavg-ols-hxy-sea,Omon.dmsos,1085,dmsos,mol m-3,mole_concentration_of_dimethyl_sulfide_in_sea_water,Surface Mole Concentration of Dimethyl Sulphide in Sea Water,Mole concentration of dimethyl sulphide in water in the near surface layer,Global field (single level),,osurf,real,ocnBgchem,,"longitude, latitude, time, osurf",Omon,mon,mon,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time CMIP7:longitude latitude time osurf,",Omon_oth,,Omon ((isd.003)),time-intv,area: mean where sea time: mean,area: areacello,,marine_bgc_baseline,"Changes in marine biogeochemical cycles and ecosystem processes,Climate impacts on marine biodiversity and ecosystems","historical,scenarios,picontrol,scenarios_extensions-low-medium-high,historical,scenarios,picontrol","esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,esm-piControl,picontrol,scen7-h-ext,scen7-m-ext,scen7-l-ext,esm-scen7-h-ext,esm-scen7-m-ext,esm-scen7-l-ext,esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,esm-piControl,picontrol",,,,120,68400,1,"8,208",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,c91a2a2e-c5e8-11e6-84e6-5404a60d96b5
(pco2-pco2_gex)*muatm2pa,(pco2-pco2_gex)*muatm2pa,,Omon.dpco2,ocnBgchem.dpco2.tavg-u-hxy-sea.mon.glb,dpco2_tavg-u-hxy-sea,Omon.dpco2,355,dpco2,Pa,surface_carbon_dioxide_partial_pressure_difference_between_sea_water_and_air,Delta CO2 Partial Pressure,Difference in partial pressure of carbon dioxide between sea water and air.  The partial pressure of a dissolved gas in sea water is the partial pressure in air with which it would be in equilibrium.,Global field (single level),,,real,ocnBgchem,,"longitude, latitude, time",Omon,mon,mon,"Difference between atmospheric and oceanic partial pressure of CO2 (positive meaning ocean > atmosphere)
CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time depth0m CMIP7:longitude latitude time,",Omon_oth,,Omon ((isd.003)),time-intv,area: mean where sea time: mean,area: areacello,,marine_bgc_baseline,"Changes in marine biogeochemical cycles and ecosystem processes,Climate impacts on marine biodiversity and ecosystems","historical,scenarios,picontrol,scenarios_extensions-low-medium-high,historical,scenarios,picontrol","esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,esm-piControl,picontrol,scen7-h-ext,scen7-m-ext,scen7-l-ext,esm-scen7-h-ext,esm-scen7-m-ext,esm-scen7-l-ext,esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,esm-piControl,picontrol",,,,120,68400,1,"8,208",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,baa0cbc4-e5dd-11e5-8482-ac72891c3257
,,,Omon.dpo2,ocnBgchem.dpo2.tavg-u-hxy-sea.mon.glb,dpo2_tavg-u-hxy-sea,Omon.dpo2,537,dpo2,Pa,surface_molecular_oxygen_partial_pressure_difference_between_sea_water_and_air,Delta O2 Partial Pressure,"The partial pressure of a dissolved gas in sea water is the partial pressure in air with which it would be in equilibrium.  The partial pressure of a gaseous constituent of air is the pressure which it alone would exert with unchanged temperature and number of moles per unit volume.  The surface called ""surface"" means the lower boundary of the atmosphere.",Global field (single level),,,real,ocnBgchem,,"longitude, latitude, time",Omon,mon,mon,"Difference between atmospheric and oceanic partial pressure of O2 (positive meaning ocean > atmosphere)
CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time depth0m CMIP7:longitude latitude time,",Omon_oth,,Omon ((isd.003)),time-intv,area: mean where sea time: mean,area: areacello,,marine_bgc_baseline,"Changes in marine biogeochemical cycles and ecosystem processes,Climate impacts on marine biodiversity and ecosystems","historical,scenarios,picontrol,scenarios_extensions-low-medium-high,historical,scenarios,picontrol","esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,esm-piControl,picontrol,scen7-h-ext,scen7-m-ext,scen7-l-ext,esm-scen7-h-ext,esm-scen7-m-ext,esm-scen7-l-ext,esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,esm-piControl,picontrol",,,,120,68400,1,"8,208",,glb,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,baa0cff2-e5dd-11e5-8482-ac72891c3257
carflx1000,carflx1000,,Omon.epc1000,ocnBgchem.expc.tavg-d1000m-hxy-sea.mon.glb,expc_tavg-d1000m-hxy-sea,,,epc1000,mol m-2 s-1,sinking_mole_flux_of_particulate_organic_matter_expressed_as_carbon_in_sea_water,Downward Flux of Particulate Organic Carbon at 1000m,"The phrase 'expressed_as' is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A. In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.   'Sinking' is the gravitational settling of particulate matter suspended in a liquid. A sinking flux is positive downwards and is calculated relative to the movement of the surrounding fluid.",Global field (single level),,depth1000m,real,ocnBgchem,,"longitude, latitude, time, depth1000m",Omon,mon,mon,see Omon.epc100,,,,time-intv,area: mean where sea time: mean,area: areacello,,marine_bgc_baseline,"Changes in marine biogeochemical cycles and ecosystem processes,Climate impacts on marine biodiversity and ecosystems","historical,scenarios,picontrol,scenarios_extensions-low-medium-high,historical,scenarios,picontrol","esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,esm-piControl,picontrol,scen7-h-ext,scen7-m-ext,scen7-l-ext,esm-scen7-h-ext,esm-scen7-m-ext,esm-scen7-l-ext,esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,esm-piControl,picontrol",,,,120,68400,1,"8,208",,glb,depth,,,,New,New,,Accepted,,83bbfb5a-7f07-11ef-9308-b1dd71e64bec
calflx1000,calflx1000,,Omon.epcalc1000,ocnBgchem.expcalc.tavg-d1000m-hxy-sea.mon.glb,expcalc_tavg-d1000m-hxy-sea,,,epcalc1000,mol m-2 s-1,sinking_mole_flux_of_calcite_expressed_as_carbon_in_sea_water,Downward Flux of Calcite at 1000m,"The phrase 'expressed_as' is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A. In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.   'Sinking' is the gravitational settling of particulate matter suspended in a liquid. A sinking flux is positive downwards and is calculated relative to the movement of the surrounding fluid. Calcite is a mineral that is a polymorph of calcium carbonate. The chemical formula of calcite is CaCO3. Standard names also exist for aragonite, another polymorph of calcium carbonate.",Global field (single level),,depth1000m,real,ocnBgchem,,"longitude, latitude, time, depth1000m",Omon,mon,mon,see Omon.epcalc100,,,,time-intv,area: mean where sea time: mean,area: areacello,,marine_bgc_baseline,"Changes in marine biogeochemical cycles and ecosystem processes,Climate impacts on marine biodiversity and ecosystems","historical,scenarios,picontrol,scenarios_extensions-low-medium-high,historical,scenarios,picontrol","esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,esm-piControl,picontrol,scen7-h-ext,scen7-m-ext,scen7-l-ext,esm-scen7-h-ext,esm-scen7-m-ext,esm-scen7-l-ext,esm-hist,historical,scen7-vl,scen7-h,scen7-ln,scen7-ml,scen7-m,scen7-l,esm-scen7-h,esm-scen7-m,esm-scen7-ml,esm-scen7-l,esm-scen7-vl,esm-scen7-ln,scen7-hl,esm-scen7-hl,esm-piControl,picontrol",,,,120,68400,1,"8,208",,glb,depth,,,,New,New,,Accepted,,83bbfb59-7f07-11ef-9308-b1dd71e64bec
